Sl. No.,Service Type,Department,Service Name,OPD Tariff
1095,Investigations,Ultrasound Radiology,ULTRASOUND SCREENING LOWER ABDOMEN,"1,680"
1096,Investigations,Ultrasound Radiology,ULTRASOUND SCREENING WHOLE ABDOMEN,"2,560"
1097,Investigations,Ultrasound Radiology,ULTRASOUND SCROTUM,"2,090"
1098,Investigations,Ultrasound Radiology,DOPPLER ABDOMEN,"4,460"
1099,Investigations,Ultrasound Radiology,TRANSVAGINAL ULTRASOUND,"2,560"
1100,Investigations,Ultrasound Radiology,ULTRASOUND NEUROSONOGRAM SCREENING,"2,670"
1101,Investigations,Ultrasound Radiology,DOPPLER LOWER LIMB VENOUS BOTH,"7,540"
1102,Investigations,Ultrasound Radiology,DOPPLER PELVIS / ILIAC VESSELS,"3,720"
1103,Investigations,Ultrasound Radiology,DOPPLER PENILE,"3,550"
1104,Investigations,Ultrasound Radiology,DOPPLER RENAL ARTERY,"4,620"
1105,Investigations,Ultrasound Radiology,DOPPLER UPPER LIMB ARTERIAL BOTH,"7,540"
1106,Investigations,Ultrasound Radiology,DOPPLER UPPER LIMB VENOUS BOTH,"7,540"
1107,Investigations,Ultrasound Radiology,ULTRASOUND BLADDER,"2,120"
1108,Investigations,Ultrasound Radiology,ULTRASOUND EYE/BALL,"1,980"
1109,Investigations,Ultrasound Radiology,DOPPLER LOWER LIMB ARTERIAL BOTH,"7,540"
1110,Investigations,Ultrasound Radiology,DOPPLER STUDY TRANSPLANT KIDNEY,"3,720"
1111,Investigations,Ultrasound Radiology,DOPPLER SPLENOPORTAL,"3,720"
1112,Investigations,Ultrasound Radiology,DOPPLER SCROTAL STUDY,"3,720"
1113,Investigations,Ultrasound Radiology,DOPPLER STUDY OF AORTA,"3,550"
1114,Investigations,Ultrasound Radiology,ULTRA SOUND THYROID,"2,090"
1115,Investigations,Ultrasound Radiology,DOPPLER STUDY OBSTETRIC,"3,720"
1116,Investigations,Ultrasound Radiology,ULTRASOUND FOR CONGENITAL ANOMALY,"3,960"
1117,Investigations,Ultrasound Radiology,BREAST,"2,150"
1118,Investigations,Ultrasound Radiology,ULTRASOUND BREAST BILATERAL,"3,030"
1119,Investigations,Ultrasound Radiology,ULTRASOUND BREAST UNILATERAL,"1,630"
1120,Investigations,Ultrasound Radiology,ULTRASOUND JOINT (UNILATERAL),"1,980"
1121,Investigations,Ultrasound Radiology,ULTRASOUND KUBP + TRANSRECTAL,"3,250"
1122,Investigations,Ultrasound Radiology,ULTRASOUND MUSCULOSKELETAL,"2,090"
1123,Investigations,Ultrasound Radiology,ULTRASOUND NECK,"2,090"
1124,Investigations,Ultrasound Radiology,ULTRASOUND PREGNANCY,"2,560"
1125,Investigations,Ultrasound Radiology,ULTRASOUND PREGNANCY + DOPPLER,"4,290"
1126,Investigations,Ultrasound Radiology,ULTRASOUND PROSTATE,"1,650"
1127,Investigations,Ultrasound Radiology,ULTRASOUND SINGLE ORGAN,"1,410"
1128,Investigations,Ultrasound Radiology,ULTRASOUND WHOLE ABD + TRANSRECTAL,"4,070"
1129,Investigations,Ultrasound Radiology,ULTRASOUND FOLLOW-UP,"1,190"
1130,Investigations,Ultrasound Radiology,ULTRASOUND GUIDED PROCEDURE,"1,410"
1131,Investigations,Ultrasound Radiology,ULTRASOUND JOINT BILATERAL,"2,970"
1132,Investigations,Ultrasound Radiology,DOPPLER CAROTID,"4,620"
1133,Investigations,Ultrasound Radiology,DOPPLER LOWER LIMB ARTERIAL (SINGLE),"3,720"
1134,Investigations,Ultrasound Radiology,DOPPLER LOWER LIMB VENOUS (SINGLE),"3,720"
1135,Investigations,Ultrasound Radiology,DOPPLER SINGLE ORGAN,"1,600"
1136,Investigations,Ultrasound Radiology,DOPPLER TRANSCRANIAL,"3,550"
1137,Investigations,Ultrasound Radiology,DOPPLER OTHER REGION,"3,550"
1138,Investigations,Ultrasound Radiology,DOPPLER UPPER LIMB ARTERIAL (SINGLE),"3,720"
1139,Investigations,Ultrasound Radiology,DOPPLER UPPER LIMB VENOUS (SINGLE),"3,720"
1140,Investigations,Ultrasound Radiology,DOPPLER BREAST,"2,640"
1141,Investigations,Ultrasound Radiology,DOPPLER TRANSVAGINAL,"4,460"
1142,Investigations,Ultrasound Radiology,USG TRANSRECTAL ULTRASOUND,"3,030"
1143,Investigations,Ultrasound Radiology,USG BEDSIDE/PORTABLE (W/O FILM),"3,360"
1144,Investigations,Ultrasound Radiology,ULTRASOUND SCREENING NECK,"1,680"
1145,Investigations,Ultrasound Radiology,DOPPLER TRANSCRANIAL ALL VESSELS,"9,240"
1146,Investigations,Ultrasound Radiology,DOPPLER TRANSCRANIAL FOR VASOSPASM,"4,620"
1147,Investigations,Ultrasound Radiology,DOPPLER TRANSCRANIAL FOR ANTERIOR CIRCULATION,"4,620"
1148,Investigations,Ultrasound Radiology,DOPPLER TRANSCRANIAL FOR POSTERIOR CIRCULATION,"4,620"
1149,Investigations,Ultrasound Radiology,DOPPLER TRANSCRANIAL FOR PFO,"5,780"
1150,Investigations,Ultrasound Radiology,DOPPLER TRANSCRANIAL FOR VMR,"5,780"
1151,Investigations,Ultrasound Radiology,DOPPLER TRANSCRANIAL USE DURING CLOTLYSIS,"11,550"
1152,Investigations,X Ray,X-RAY CERVICAL SPINE AP,610
1153,Investigations,X Ray,X-RAY BOTH HANDS AP AND LAT,"1,050"
1154,Investigations,X Ray,X-RAY ABDOMEN (KUB),530
1155,Investigations,X Ray,X-RAY ABDOMEN ERECT,610
1156,Investigations,X Ray,X-RAY BOTH ANKLE AP AND LAT,"1,050"
1157,Investigations,X Ray,X-RAY BOTH FEET AP AND LAT,"1,050"
1158,Investigations,X Ray,X-RAY BOTH HANDS AP,610
1159,Investigations,X Ray,X-RAY BOTH HIPS AP VIEW,610
1160,Investigations,X Ray,X-RAY BOTH KNEES (AP),610
1161,Investigations,X Ray,X-RAY BOTH KNEES AP AND LAT,"1,050"
1162,Investigations,X Ray,X-RAY BOTH KNEES LAT VIEW,610
1163,Investigations,X Ray,X-RAY CERVICAL SPINE AP AND LAT,"1,050"
1164,Investigations,X Ray,X-RAY CHEST PA,530
1165,Investigations,X Ray,X-RAY CERVICAL SPINE LAT,610
1166,Investigations,X Ray,X-RAY CHEST AP,610
1167,Investigations,X Ray,X-RAY CHEST OBLIQUE VIEW,610
1168,Investigations,X Ray,X-RAY CHEST PA AND LAT,"1,050"
1169,Investigations,X Ray,X-RAY KNEE (RIGHT) AP AND LAT,720
1170,Investigations,X Ray,X-RAY CLAVICLE AP,610
1171,Investigations,X Ray,X-RAY (INDEX) SINGLE FINGER AP AND LAT,720
1172,Investigations,X Ray,X-RAY KNEE(LEFT) AP AND LAT,720
1173,Investigations,X Ray,X-RAY LUMBAR SPINE AP,610
1174,Investigations,X Ray,X-RAY LUMBAR SPINE AP AND LAT,"1,050"
1175,Investigations,X Ray,X-RAY LEFT SHOULDER AP AND LAT,"1,050"
1176,Investigations,X Ray,X-RAY PNS,530
1177,Investigations,X Ray,X-RAY RIGHT SHOULDER AP AND LAT,"1,050"
1178,Investigations,X Ray,X-RAY SKULL AP AND LAT,"1,050"
1179,Investigations,X Ray,X-RAY THIGH - AP AND LATERAL,"1,050"
1180,Investigations,X Ray,X-RAY SKULL LAT,610
1181,Investigations,X Ray,X-RAY SKULL AP,500
1182,Investigations,X Ray,X-RAY SCAPHOID - AP AND LATERAL,610
1183,Investigations,X Ray,X-RAY DORSAL SPINE AP,610
1184,Investigations,X Ray,X-RAY DORSAL SPINE AP and LAT,"1,050"
1185,Investigations,X Ray,X-RAY DORSAL SPINE LAT,610
1186,Investigations,X Ray,X-RAY LUMBAR SPINE LAT,610
1187,Investigations,X Ray,X-RAY HIP JOINT (RIGHT) AP,610
1188,Investigations,X Ray,X-RAY HIP JOINT (RIGHT) AP and LAT,"1,050"
1189,Investigations,X Ray,X-RAY HIP JOINT (RIGHT) LAT,610
1190,Investigations,X Ray,X-RAY HANDS AND WRIST LAT BOTH,500
1191,Investigations,X Ray,X-RAY FOREARM AP AND LAT LEFT,720
1192,Investigations,X Ray,X-RAY FOREARM AP AND LAT RIGHT,610
1193,Investigations,X Ray,X-RAY FOREARM AP LEFT,500
1194,Investigations,X Ray,X-RAY FOREARM AP RIGHT,610
1195,Investigations,X Ray,X-RAY FOREARM LAT LEFT,500
1196,Investigations,X Ray,X-RAY FOREARM LAT RIGHT,610
1197,Investigations,X Ray,X-RAY HAND AP AND LAT LEFT,720
1198,Investigations,X Ray,X-RAY HAND AP AND LAT RIGHT,720
1199,Investigations,X Ray,X-RAY HAND AP AND OBLIQUE RIGHT,720
1200,Investigations,X Ray,X-RAY HAND AP LEFT,530
1201,Investigations,X Ray,X-RAY HAND AP RIGHT,610
1202,Investigations,X Ray,X-RAY HAND LAT RIGHT,610
1203,Investigations,X Ray,X-RAY HANDS AND WRIST AP BOTH,610
1204,Investigations,X Ray,X-RAY HEEL LAT RIGHT,610
1205,Investigations,X Ray,X-RAY HEELS AP BOTH,500
1206,Investigations,X Ray,X-RAY ANKLE AP LEFT,610
1207,Investigations,X Ray,X-RAY HAND LAT LEFT,610
1208,Investigations,X Ray,X-RAY HEEL LAT LEFT,610
1209,Investigations,X Ray,X-RAY HEELS LAT BOTH,610
1210,Investigations,X Ray,X-RAY HUMERUS AP AND LAT LEFT,720
1211,Investigations,X Ray,X-RAY ELBOW LAT RIGHT,610
1212,Investigations,X Ray,X-RAY FEET AP BOTH,610
1213,Investigations,X Ray,X-RAY FEET LAT BOTH,610
1214,Investigations,X Ray,X-RAY FEMUR AP AND LAT LEFT,830
1215,Investigations,X Ray,X-RAY ELBOW AP AND LAT RIGHT,720
1216,Investigations,X Ray,X-RAY ELBOW AP LEFT,610
1217,Investigations,X Ray,X-RAY ELBOW AP RIGHT,500
1218,Investigations,X Ray,X-RAY ELBOW LAT LEFT,610
1219,Investigations,X Ray,X-RAY ANKLE AP AND LAT LEFT,720
1220,Investigations,X Ray,X-RAY ANKLE AP AND LAT RIGHT,720
1221,Investigations,X Ray,X-RAY ANKLE LAT LEFT,610
1222,Investigations,X Ray,X-RAY LEG AP AND LAT RIGHT,720
1223,Investigations,X Ray,X-RAY ELBOW AP AND LAT LEFT,720
1224,Investigations,X Ray,X-RAY ANKLE LAT RIGHT,610
1225,Investigations,X Ray,X-RAY ARM AP AND LAT LEFT - ONE FILM,720
1226,Investigations,X Ray,X-RAY ARM AP AND LAT RIGHT,720
1227,Investigations,X Ray,X-RAY BASE OF SKULL,500
1228,Investigations,X Ray,X-RAY BIG TOE AP AND LAT,720
1229,Investigations,X Ray,X-RAY CALCANEUM LAT BOTH,"1,050"
1230,Investigations,X Ray,X-RAY CALCANIUM AP AND LAT BOTH,610
1231,Investigations,X Ray,X-RAY CALDWELLS VIEW,500
1232,Investigations,X Ray,X-RAY CERVICAL SPINE (FLEX AND EXT),"1,050"
1233,Investigations,X Ray,X-RAY CHEST LORDOTIC VIEW,610
1234,Investigations,X Ray,X-RAY COCCYX AP,610
1235,Investigations,X Ray,X-RAY COCCYX LAT,610
1236,Investigations,X Ray,X-RAY CONE VIEW SELLA,500
1237,Investigations,X Ray,X-RAY CV JUNCTION,500
1238,Investigations,X Ray,X-RAY DORSAL SPINE AP LAT AND OBLIQUE,990
1239,Investigations,X Ray,X-RAY SCAPULA AP AND LAT,880
1240,Investigations,X Ray,X-RAY TEMPOROMANDIBULAR JOINT- SINGLE,"1,050"
1241,Investigations,X Ray,X-RAY TIBIA AP AND LAT BOTH,720
1242,Investigations,X Ray,X-RAY FEMUR AP RIGHT,610
1243,Investigations,X Ray,X-RAY FEMUR LAT RIGHT,610
1244,Investigations,X Ray,X-RAY FOOT AP AND LAT LEFT,720
1245,Investigations,X Ray,X-RAY FOOT AP AND LAT RIGHT,720
1246,Investigations,X Ray,X-RAY FOOT AP AND OBLIQUE LEFT,610
1247,Investigations,X Ray,X-RAY FOOT AP AND OBLIQUE RIGHT,720
1248,Investigations,X Ray,X-RAY FOOT AP LEFT,610
1249,Investigations,X Ray,X-RAY FOOT AP RIGHT,610
1250,Investigations,X Ray,X-RAY FOOT LAT LEFT,610
1251,Investigations,X Ray,X-RAY FOOT LAT RIGHT,610
1252,Investigations,X Ray,X-RAY SHOULDER LAT RIGHT,610
1253,Investigations,X Ray,X-RAY SKULL TOWNS VIEW,610
1254,Investigations,X Ray,X-RAY STERNUM AP AND LAT,"1,050"
1255,Investigations,X Ray,X-RAY STERNUM OBLIQUE AND LAT,990
1256,Investigations,X Ray,X-RAY THUMB AP AND LAT LEFT,720
1257,Investigations,X Ray,X-RAY TIBIA AND ANKLE AP AND LAT RIGHT,"1,050"
1258,Investigations,X Ray,X-RAY TIBIA AP AND LAT RIGHT,720
1259,Investigations,X Ray,X-RAY TIBIA AP LEFT,500
1260,Investigations,X Ray,X-RAY HUMERUS AP AND LAT RIGHT,610
1261,Investigations,X Ray,X-RAY KNEE AP LEFT,610
1262,Investigations,X Ray,X-RAY KNEE AP RIGHT,610
1263,Investigations,X Ray,X-RAY KNEE LAT LEFT,610
1264,Investigations,X Ray,X-RAY KNEE LAT RIGHT,610
1265,Investigations,X Ray,X-RAY LEG AP AND LAT LEFT,720
1266,Investigations,X Ray,X-RAY LEG AP LEFT,610
1267,Investigations,X Ray,X-RAY NECK LAT,610
1268,Investigations,X Ray,X-RAY LEG AP RIGHT,610
1269,Investigations,X Ray,X-RAY LEFT LEG LAT,500
1270,Investigations,X Ray,X-RAY LEG LAT RIGHT,610
1271,Investigations,X Ray,X-RAY MASTOID LEFT,500
1272,Investigations,X Ray,X-RAY MASTOID RIGHT,610
1273,Investigations,X Ray,X-RAY MASTOIDS BOTH,830
1274,Investigations,X Ray,X-RAY NECK AP AND LAT,"1,050"
1275,Investigations,X Ray,X-RAY NECK SOFT TISSUE (NASOPHARYNX),610
1276,Investigations,X Ray,X-RAY ODONTOID (OPEN MOUTH),500
1277,Investigations,X Ray,X-RAY ORBITS,500
1278,Investigations,X Ray,X-RAY PARANASAL SINUSES (PNS) AP AND LAT,"1,050"
1279,Investigations,X Ray,X-RAY PERORBITAL VIEW,500
1280,Investigations,X Ray,X-RAY SACRO ILIAC JOINTS,610
1281,Investigations,X Ray,X-RAY LEFT SHOULDER AP,610
1282,Investigations,X Ray,X-RAY SHOULDER AP RIGHT,610
1283,Investigations,X Ray,X-RAY WRIST AP AND LAT BOTH,"1,050"
1284,Investigations,X Ray,X-RAY WRIST AP AND LAT LEFT,720
1285,Investigations,X Ray,X-RAY WRIST AP AND LAT RIGHT,720
1286,Investigations,X Ray,X-RAY WRIST AP RIGHT,610
1287,Investigations,X Ray,X-RAY WRIST LAT LEFT,610
1288,Investigations,X Ray,X-RAY WRIST LAT RIGHT,610
1289,Investigations,X Ray,X-RAY ABDOMEN AP SUPINE,610
1290,Investigations,X Ray,X-RAY CERVICAL SPINE AP LAT AND OBLIQUE,"1,410"
1291,Investigations,X Ray,X-RAY CERVICAL SPINE OBLIQUES,"1,050"
1292,Investigations,X Ray,X-RAY FINGER AP AND LAT MIDDLE,720
1293,Investigations,X Ray,X-RAY LUMBOSACRAL SPINE AP LAT AND OBLIQUE,"1,050"
1294,Investigations,X Ray,X-RAY LUMBOSACRAL SPINE LAT (FLEX AND EXT),940
1295,Investigations,X Ray,X-RAY HEEL AP LEFT,610
1296,Investigations,X Ray,X-RAY HEEL AP RIGHT,610
1297,Investigations,X Ray,X-RAY CHEST LAT,610
1298,Investigations,X Ray,X-RAY KNEE AP AND LAT AND SKYLINE VIEW,830
1299,Investigations,X Ray,X-RAY ARM AP,610
1300,Investigations,X Ray,X-RAY ARM LATERAL,610
1301,Investigations,X Ray,X-RAY FEMUR AP,500
1302,Investigations,X Ray,X-RAY FEMUR LATERAL,500
1303,Investigations,X Ray,X-RAY SHOULDER AP AND AXILLARY LEFT,"1,050"
1304,Investigations,X Ray,X-RAY WRIST AP LEFT,610
1305,Investigations,X Ray,X-RAY PELVIS PA,610
1306,Investigations,X Ray,X-RAY DORSOLUMBAR SPINE LATERAL,610
1307,Investigations,X Ray,X-RAY DORSOLUMBAR SPINE AP,610
1308,Investigations,X Ray,X-RAY BOTH KNEE AP LAT SKY LINE VIEW,"1,410"
1309,Investigations,X Ray,X-RAY LEFT HIP AP and LAT,"1,050"
1310,Investigations,X Ray,X-RAY SKY LINE VIEW OF PATELLA,610
1311,Investigations,X Ray,X-RAY HUMERUS LAT RIGHT,660
1312,Investigations,X Ray,X-RAY PELVIS WITH BOTH HIPS AP,530
1313,Investigations,X Ray,X-RAY BOTH HIP AP and LAT,"1,050"
1314,Investigations,X Ray,X-RAY LEFT HIP AP,610
1315,Investigations,X Ray,X-RAY LEFT HIP LT,610
1316,Investigations,X Ray,X-RAY RIGHT HUMERUS AP,500
1317,Investigations,X Ray,X-RAY LEFT FOOT AP AND LAT AND OBLIQUE,"1,050"
1318,Investigations,X Ray,X-RAY RIGHT FOOT AP AND LAT AND OBLIQUE,"1,050"
1319,Investigations,X Ray,X-RAY RIGHT FEMUR / THIGH AP AND LAT,830
1320,Investigations,X Ray,X-RAY RIGHT HUMERUS AP AND LAT,720
1321,Investigations,X Ray,X-RAY SHOULDER AP AND LAT AND AXIAL,"1,050"
1322,Investigations,X Ray,X-RAY LEFT HAND AP AND OBLIQUE,720
1323,Investigations,X Ray,X- RAY SACRO ILIAC JOINTS PA,660
1324,Investigations,X Ray,X-RAY BOTH HEELS AP AND LAT,"1,050"
1325,Investigations,X Ray,X-RAY CERVICAL SPINE (FLE AND EXT AND NEUTRAL),"1,410"
1326,Investigations,X Ray,X-RAY LEFT ARM LAT,610
1327,Investigations,X Ray,X-RAY CERVICAL SPINE OPEN MOUTH VIEW,610
1328,Investigations,X Ray,X-RAY LEFT ARM AP,610
1329,Investigations,X Ray,X-RAY LEFT FEMUR AP,610
1330,Investigations,X Ray,X-RAY LEFT FEMUR LAT,610
1331,Investigations,X Ray,X-RAY LEFT HEEL : AP AND LAT,720
1332,Investigations,X Ray,X-RAY LEFT HUMERUS LAT,500
1333,Investigations,X Ray,X-RAY LEFT KNEE AP LAT AND SKYLINE,830
1334,Investigations,X Ray,X-RAY LEFT SHOULDER AP LAT AND AXILLARY,"1,410"
1335,Investigations,X Ray,X-RAY LEFT SHOULDER LAT,610
1336,Investigations,X Ray,X-RAY LEFT TIBIA LAT,500
1337,Investigations,X Ray,X-RAY LEFT THIGH AP,610
1338,Investigations,X Ray,X-RAY LEFT THIGH AP AND LAT,720
1339,Investigations,X Ray,X-RAY LEFT THIGH LAT,610
1340,Investigations,X Ray,X-RAY LEFT TIBIA WITH KNEE AP AND LAT,"1,050"
1341,Investigations,X Ray,X-RAY LUMBOSACRAL SPINE : B/L OBL,830
1342,Investigations,X Ray,X-RAY LUMBOSACRAL SPINE : SINGLE OBL,610
1343,Investigations,X Ray,X-RAY MAMMOGRAPHY BILATERAL,"2,260"
1344,Investigations,X Ray,X-RAY MAMMOGRAPHY BILATERAL (MHC),"2,040"
1345,Investigations,X Ray,X-RAY MAMMOGRPAHY UNILATERAL,"1,300"
1346,Investigations,X Ray,X-RAY MANDIBLE AP,610
1347,Investigations,X Ray,X-RAY MANDIBLE LAT,610
1348,Investigations,X Ray,X-RAY PELVIS,610
1349,Investigations,X Ray,X-RAY RIGHT HEEL : AP AND LAT,720
1350,Investigations,X Ray,X-RAY RIGHT SHOULDER AP AND AXILLARY,"1,050"
1351,Investigations,X Ray,X-RAY ROUTINE,610
1352,Investigations,X Ray,X-RAY SCREENING FLOUROSCOPY,500
1353,Investigations,X Ray,X-RAY BED SIDE ( PORTABLE ),"1,050"
1354,Investigations,X Ray,X-RAY BONE AGE,"1,050"
1355,Investigations,X Ray,X-RAY LOWER LIMB STANDING WITH PELVIS (BILATERAL),"1,870"
1356,Investigations,X Ray,X-RAY SPINE AP/LAT,940
1357,Investigations,Radiology,BARIUM ENEMA (SINGLE CONT.),"2,560"
1358,Investigations,Radiology,CAVITOGRAM,"1,650"
1359,Investigations,Radiology,SIALOGRAM,"1,760"
1360,Investigations,Radiology,SINOGRAM,"1,760"
1361,Investigations,Radiology,SMALL BOWEL ENEMA,"3,060"
1362,Investigations,Radiology,BARIUM SWALLOW,"1,980"
1363,Investigations,Radiology,DACROCYSTOGRAPHY,"1,650"
1364,Investigations,Radiology,PROC. CHG: EMBOLIZATION,"42,220"
1365,Investigations,Radiology,BARIUM MEAL FOLLOW THROUGH,"3,360"
1366,Investigations,Radiology,HYSTEROSALPINGOGRAM (HSG),"3,250"
1367,Investigations,Radiology,PROC. CHG: PERCUT CATHETER DRAINAGE,"6,380"
1368,Investigations,Radiology,PROC. CHG: ABDOMINAL PARACENTESIS,"9,960"
1369,Investigations,Radiology,PROC. CHG: VERTEBROPLASTY 1,"21,120"
1370,Investigations,Radiology,PROC. CHG: LUMBER PUNCTURE,"1,350"
1371,Investigations,Radiology,T.TUBE CHOLANGIOGRAM,"1,650"
1372,Investigations,Radiology,NEPHROSTOGRAM,"1,650"
1373,Investigations,Radiology,FISTULOGRAM,"1,760"
1374,Investigations,Radiology,PROC. CHG: CORE BIOPSY,"11,110"
1375,Investigations,Radiology,PROC.CHG:BONE BIOPSY,"10,560"
1376,Investigations,Radiology,PROC. CHG: STENTING,"20,570"
1377,Investigations,Radiology,URETHROGRAM,"2,560"
1378,Investigations,Radiology,PROC. CHG: RADIOFREQUENCY ABLATION (SMALL),"42,220"
1379,Investigations,Radiology,INTRAVENOUS PYELOGRAPHY,"3,720"
1380,Investigations,Radiology,PROC. CHG: COELIAC BLOCK,"12,710"
1381,Investigations,Radiology,PROC. CHG: VERTEBRA BIOPSY,"11,330"
1382,Investigations,Radiology,PROC. CHG: URETERIC STENTING,"11,330"
1383,Investigations,Radiology,PROC. CHG: PERCUT NEPHROSTOMY,"10,290"
1384,Investigations,Radiology,PROC: CHG: ABCESS DRAINAGE,"6,110"
1385,Investigations,Radiology,PROC. CHG.: FNAC,"1,980"
1386,Investigations,Radiology,PROC. CHG: TRANSHEP. CHOLANGIO (PTC),"6,690"
1387,Investigations,Radiology,SMALL DRESSING SET,310
1388,Investigations,Radiology,PROC. CHG: TRANSJUGULAR LIVER BIOPSY,"33,970"
1389,Investigations,Radiology,PROC.CHG:VISCERAL ANGIO,"6,710"
1390,Investigations,Radiology,PROC: CHG: MINOR PROCEDURES,"1,300"
1391,Investigations,Radiology,MICTURATING CYSTOURETHROGRAM (MCU),"2,560"
1392,Investigations,Radiology,PROC. CHG: THERAPEUTIC ASPIRATION,"3,830"
1393,Investigations,Radiology,BARIUM MEAL (SINGLE CONT.),"2,260"
1394,Investigations,Radiology,BARIUM MEAL (DOUBLE CONT.),"2,420"
1395,Investigations,Radiology,BARIUM ENEMA (DOUBLE CONT.),"3,060"
1396,Investigations,Radiology,GASTRO CONRAY MEAL,"1,760"
1397,Investigations,Radiology,DISTAL COLOGRAM,"2,560"
1398,Investigations,Radiology,GASTROCONRAY FOLLOW-THROUGH,"3,060"
1399,Investigations,Radiology,Anaesthetic code for MRI,"2,560"
1400,Investigations,Radiology,BARIUM IC JUNCTION,"2,090"
1401,Investigations,Radiology,CONSULTATION/REVIEW BY RADIOLOGIST,"1,760"
1402,Investigations,Radiology,FLOURO: MAJOR PROCEDURE,"2,450"
1403,Investigations,Radiology,FLURO: MINOR PROCEDURE,"1,160"
1404,Investigations,Radiology,LARGE DRESSING SET,660
1405,Investigations,Radiology,PROC. CHG: ABSCESS ASPIRATION(NEEDLE),"3,660"
1406,Investigations,Radiology,PROC. CHG: ANTEGRADE PYELOGRAM,"7,730"
1407,Investigations,Radiology,PROC. CHG: BEDSIDE,"1,350"
1408,Investigations,Radiology,PROC. CHG: EXT. BILIARY DRAINAGE,"10,290"
1409,Investigations,Radiology,PROC. CHG: CATHETER EXCHANGE,"4,430"
1410,Investigations,Radiology,PROC. CHG: EMERGENCY USG CASE,"1,300"
1411,Investigations,Radiology,PROC. CHG: FOLLOW UP ASPIRATION,"1,240"
1412,Investigations,Radiology,PROC. CHG: INT-EXT DRAINAGE,"16,450"
1413,Investigations,Radiology,PROC. CHG: NERVE ROOT INJECTION,"4,900"
1414,Investigations,Radiology,PROC. CHG: PERCUT CHOLECYSTOSTOMY,"10,290"
1415,Investigations,Radiology,PROC. CHG: SPECIAL INVEST,990
1416,Investigations,Radiology,PROC. CHG: PSUEDOCYST DRAINAGE(CATH),"10,290"
1417,Investigations,Radiology,PROC. CHG: PSUEDOCYST DRAINAGE(NEEDLE),"6,630"
1418,Investigations,Radiology,PROC. CHG: SMALL BOWEL ENEMA,"3,660"
1419,Investigations,Radiology,PROC. CHG: TROCAR DRAIN,"4,870"
1420,Investigations,Radiology,PROC. CHG: VERTEBROPLASTY 2,"36,910"
1421,Investigations,Radiology,PROC. CHG: FOLLOW UP,"3,360"
