Sl No.,Service Type,Department,Service Name,Standard,Semi Private,Private,Private Deluxe,Deluxe,Suite,Maharaja Suite
717,Investigations,Transplantation immunology,"MEAT MIX1-Pork,Beef,Egg Yolk,Chicken,Turkey","1,380","1,380","1,380","1,580","1,820","2,430","2,700"
718,Investigations,Transplantation immunology,MORPHINE,"1,460","1,460","1,460","1,680","1,940","2,600","2,870"
719,Investigations,Transplantation immunology,MOULD MIX,"1,380","1,380","1,380","1,580","1,820","2,430","2,700"
720,Investigations,Transplantation immunology,(AHLL) P-ANCA (MPO)- ELISA,"2,450","2,450","2,450","2,450","2,450","2,450","2,450"
721,Investigations,Transplantation immunology,MUGWORT,"1,270","1,270","1,270","1,450","1,670","2,240","2,490"
722,Investigations,Transplantation immunology,NEURONAL ANTIBODIES IgG,"14,190","14,190","14,190","16,310","18,770","22,740","25,390"
723,Investigations,Transplantation immunology,"NUT MIX ((Peanut, Hazelnut, Brazilnut, Almond, Coconut)","1,380","1,380","1,380","1,580","1,820","2,430","2,700"
724,Investigations,Transplantation immunology,"PEANUT,HAZELNUT,BRAZILNUT,ALMON D","1,380","1,380","1,380","1,580","1,820","2,420","2,680"
725,Investigations,Transplantation immunology,PENICILLIN G,"1,540","1,540","1,540","1,770","2,040","2,730","3,010"
726,Investigations,Transplantation immunology,PENICILLIN V,"1,540","1,540","1,540","1,770","2,040","2,730","3,010"
727,Investigations,Transplantation immunology,PENICILLIUM,"1,270","1,270","1,270","1,450","1,670","2,240","2,490"
728,Investigations,Transplantation immunology,PHOLCODINE,"1,460","1,460","1,460","1,680","1,940","2,600","2,870"
729,Investigations,Transplantation immunology,"PORK,BEEF,EGG,YOLK,CHICKEN,TURK E","1,380","1,380","1,380","1,580","1,820","2,420","2,680"
730,Investigations,Transplantation immunology,(AHLL) C-ANCA (PR3) - ELISA,"2,840","2,840","2,840","2,840","2,840","2,840","2,840"
731,Investigations,Transplantation immunology,PRECIPITINS ASPERGILLUS IgG,"1,710","1,710","1,710","1,960","2,240","2,730","3,040"
732,Investigations,Transplantation immunology,PRECIPITINS AVIAN IgG,"1,710","1,710","1,710","1,960","2,240","2,730","3,040"
733,Investigations,Transplantation immunology,"RYE,RICE,POTATO,MUSHROOM,PUMPK IN","1,380","1,380","1,380","1,580","1,820","2,420","2,680"
734,Investigations,Transplantation immunology,SHRIMP,"1,380","1,380","1,380","1,580","1,820","2,430","2,700"
735,Investigations,Transplantation immunology,SOYABEAN,"1,380","1,380","1,380","1,580","1,820","2,420","2,680"
736,Investigations,Transplantation immunology,SUXAMETHONIUM,"1,540","1,540","1,540","1,770","2,040","2,730","3,010"
737,Investigations,Transplantation immunology,TREE POLLEN MIX,"1,380","1,380","1,380","1,580","1,820","2,430","2,700"
738,Investigations,Transplantation immunology,WEED MIX,"1,380","1,380","1,380","1,580","1,820","2,430","2,700"
739,Investigations,Transplantation immunology,WHEAT,"1,380","1,380","1,380","1,580","1,820","2,430","2,700"
740,Investigations,Transplantation immunology,SPECIFIC IgE CHLORHEXIDINE,"1,710","1,710","1,710","1,960","2,240","2,670","3,370"
741,Investigations,Transplantation immunology,T-CELL CDC HLA CROSSMATCH (KIDNEY TRANSPLANT),"13,970","13,970","13,970","16,060","18,470","21,890","27,540"
742,Investigations,Transplantation immunology,MINI SKIN PRICK TEST,"1,050","1,050","1,050","1,210","1,400","1,640","2,070"
743,Investigations,Transplantation immunology,TSH-R antibody (TRAB ELISA),"4,620","4,620","4,620","5,310","6,110","7,240","9,120"
744,Investigations,Transplantation immunology,ACETYCHOLINE RECEPTOR ANTIBODY(AChR Antibody),"7,010","7,020","7,020","8,070","9,280","11,000","13,860"
745,Investigations,Transplantation immunology,DEMENTIA PANEL,"9,430","9,440","9,440","10,850","12,470","14,780","18,610"
746,Investigations,Transplantation immunology,NK - KIR GENOTYPING AND LIGAND,"14,160","14,170","14,170","16,290","18,730","22,190","27,920"
747,Investigations,Transplantation immunology,PATCH TESTING,"3,600","3,610","3,610","4,160","4,790","5,670","7,130"
748,Investigations,Transplantation immunology,THYROTROPIN RECEPTOR ELISA (TSHR ELISA),"1,710","1,710","1,710","1,960","2,240","2,660","3,360"
749,Investigations,Transplantation immunology,ANTI MuSK ANTIBODIES SERUM,"24,500","24,510","24,510","28,180","32,410","38,410","48,360"
750,Investigations,Transplantation immunology,COMPREHENSIVE ALLERGY PANEL,"21,120","21,120","21,120","24,290","27,930","33,110","41,670"
751,Investigations,Transplantation immunology,SKIN PRICK TESTING,"3,800","3,800","3,800","4,370","5,020","5,960","7,490"
752,Investigations,Transplantation immunology,(AHLL) BETA-2- GLYCOPROTEIN -1 IGG,"1,570","1,570","1,570","1,570","1,570","1,570","1,570"
753,Investigations,Transplantation immunology,(AHLL) BETA-2- GLYCOPROTEIN -1 IGM,"1,570","1,570","1,570","1,570","1,570","1,570","1,570"
754,Investigations,Transplantation immunology,CRYOGLOBULINS (SCREENING/QUALITATIVE),"2,830","2,840","2,840","3,270","3,750","4,440","5,590"
755,Investigations,Transplantation immunology,PLA2R IGG (ELISA),"6,300","6,300","6,300","7,250","8,340","9,880","12,430"
756,Investigations,Transplantation immunology,MICROPOLYSPORA FAENI IGG,"1,820","1,820","1,820","2,080","2,400","2,840","3,580"
757,Investigations,Transplantation immunology,STACHYBOTRYS ATRA IGG,"1,820","1,820","1,820","2,080","2,400","2,840","3,580"
758,Investigations,Transplantation immunology,THERMOACTINOMYCES VULGARIS IGG,"1,820","1,820","1,820","2,080","2,400","2,840","3,580"
759,Investigations,Transplantation immunology,DNA EXTRACTION AND STORAGE,"1,380","1,380","1,380","1,580","1,820","2,160","2,710"
760,Investigations,Transplantation immunology,SPECIFIC IgE OMEGA -5- GLIADIN (RECOMBINANT WHEAT),"1,510","1,520","1,520","1,750","2,010","2,370","2,980"
761,Investigations,Transplantation immunology,ASCA IgG AND IgA (PHADIA),"7,370","7,370","7,370","8,480","9,760","11,560","14,540"
762,Investigations,Transplantation immunology,F2 ImmunoCAP Allergen Milk,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
763,Investigations,Transplantation immunology,F13 ImmunoCAP Allergen Peanut,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
764,Investigations,Transplantation immunology,F36 ImmunoCAP Allergen Coconut,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
765,Investigations,Transplantation immunology,F3 ImmunoCAP Allergen Fish (cod),"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
766,Investigations,Transplantation immunology,F35 ImmunoCAP Allergen Potato,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
767,Investigations,Transplantation immunology,F27 ImmunoCAP Allergen Beef,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
768,Investigations,Transplantation immunology,F245 ImmunoCAP Allergen Egg,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
769,Investigations,Transplantation immunology,F8 ImmunoCAP Allergen Maize-Corn,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
770,Investigations,Transplantation immunology,F9 ImmunoCAP Allergen Maize Rice,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
771,Investigations,Transplantation immunology,F88 ImmunoCAP Allergen Mutton,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
772,Investigations,Transplantation immunology,F24 ImmunoCAP Allergen Shrimp,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
773,Investigations,Transplantation immunology,F4 ImmunoCAP Allergen Wheat,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
774,Investigations,Transplantation immunology,D1 ImmunoCAP Allergen Dermatophagoides pteronyssinus,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
775,Investigations,Transplantation immunology,D2 ImmunoCAP Allergen Dermatophagoides farinee,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
776,Investigations,Transplantation immunology,1206 ImmunoCAP Allergen Cockroach- American,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
777,Investigations,Transplantation immunology,E1 ImmunoCAP Allergen Cat epithelium and dander,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
778,Investigations,Transplantation immunology,E5 ImmunoCAP Allergen Dog dander,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
779,Investigations,Transplantation immunology,G2 ImmunoCAP Allergen Bermuda grass,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
780,Investigations,Transplantation immunology,G10 ImmunoCAP Allergen Johnson grass,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
781,Investigations,Transplantation immunology,e215 ImmunoCAP Pigeon feathers,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
782,Investigations,Transplantation immunology,m3 ImmunoCAP Allergen Aspergillus fumigatus,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
783,Investigations,Transplantation immunology,W1 ImmunoCAP Allergen Common ragweed,"1,290","1,300","1,300","1,500","1,720","2,040","2,560"
784,Investigations,Transplantation immunology,C1 ImmunoCAP Allergen Penicilloyl G,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
785,Investigations,Transplantation immunology,C2 ImmunoCAP Allergen Penicilloyl V,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
786,Investigations,Transplantation immunology,C5 ImmunoCAP Allergen Ampicilloyl,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
787,Investigations,Transplantation immunology,C6 ImmunoCAP Allergen Amoxicillioyl,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
788,Investigations,Transplantation immunology,C261 ImmunoCAP Allergen Pholcodine,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
789,Investigations,Transplantation immunology,C202 ImmunoCAP Allergen Suxamethonium,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
790,Investigations,Transplantation immunology,C260 ImmunoCAP Allergen Quaternary Ammonium-Morphine,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
791,Investigations,Transplantation immunology,C73 ImmunoCAP Allergen Insulin human,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
792,Investigations,Transplantation immunology,C8 ImmunoCAP Allergen Chlorhexidine,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
793,Investigations,Transplantation immunology,K82 ImmunoCAP Allergen Latex,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
794,Investigations,Transplantation immunology,i208 rApi m 1 Phospholiphase A2 Honey bee,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
795,Investigations,Transplantation immunology,i3 ImmunoCAP Allergen Common wasp,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
796,Investigations,Transplantation immunology,l5 ImmunoCAP Allergen Yellow hornet,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
797,Investigations,Transplantation immunology,l1 ImmunoCAP Allergen Honey bee,"1,570","1,570","1,570","1,800","2,070","2,440","3,070"
798,Investigations,Transplantation immunology,T AND B CELL HLA CDC CROSSMATCH (RENAL TRANSPLANT),"14,880","14,880","14,880","17,120","19,680","23,330","29,360"
799,Investigations,Transplantation immunology,T AND B CELL HLA CDC CROSSMATCH (RENAL TRANSPLANT) - DONOR,,,,,,,
800,Investigations,Transplantation immunology,DRUG ALLERGY TEST - INTRA DERMAL METHODE (PER SITTING),"5,140","5,150","5,150","5,930","6,820","8,070","10,160"
801,Investigations,Transplantation immunology,ORAL FOOD CHALLENGE TEST,"6,000","6,000","6,000","6,900","7,930","9,520","11,830"
802,Investigations,Transplantation immunology,HLA B PROFILE INCLUDING B-27 (4D),"6,680","6,690","6,690","7,700","8,860","10,490","13,210"
803,Investigations,Transplantation immunology,HLA - A B C DR DQ (4D),"34,210","34,210","34,210","39,350","45,250","53,640","67,510"
804,Investigations,Transplantation immunology,HLA ASSOCIATION OF COELIAC DISEASE,"13,700","13,700","13,700","15,750","18,110","21,460","27,020"
805,Investigations,Transplantation immunology,AUTOLOGOUS SERUM SKIN TEST,"4,290","4,290","4,290","4,940","5,680","6,720","8,460"
806,Investigations,Transplantation immunology,POLYETHYLENE GLYCOL (PEG),"1,960","1,960","1,960","2,260","2,600","3,060","3,850"
807,Investigations,Transplantation immunology,ANTI HLA ANTIBODY (SINGLE ANTIGEN) CLASS I,"36,300","36,300","36,300","42,350","49,610","58,080","66,550"
808,Investigations,Transplantation immunology,ANTI HLA ANTIBODY (SINGLE ANTIGEN) CLASS II,"36,300","36,300","36,300","42,350","49,610","58,080","66,550"
809,Investigations,Histopathology,ER / PR STUDY,"9,130","9,130","9,130","10,510","12,080","14,270","15,850"
810,Investigations,Histopathology,FNAC / FNAB,"3,440","3,440","3,440","3,960","4,550","5,400","6,800"
811,Investigations,Histopathology,IHC ONE ANTIGEN (HISTO),"4,920","4,930","4,930","5,670","6,510","7,770","8,600"
812,Investigations,Histopathology,FROZEN SECTION WITH PARAFFIN FOLLOW UP,"11,550","11,550","11,550","13,480","15,790","18,480","21,180"
813,Investigations,Histopathology,LIVER BIOPSY,"2,640","2,640","2,640","3,040","3,490","4,100","4,550"
814,Investigations,Histopathology,IHC - PACKAGE - 1 (5 TO 8 ANTIGENS),"21,310","21,320","21,320","24,520","28,190","33,360","37,060"
815,Investigations,Histopathology,SKIN BIOPSY-IF ONLY,"10,450","10,450","10,450","12,020","13,830","16,360","18,180"
816,Investigations,Histopathology,HISTOPATHOLOGY SLIDE FOR OPINION,"3,470","3,470","3,470","4,050","4,740","5,540","6,360"
817,Investigations,Histopathology,CSF FOR CYTOLOGY,"1,710","1,710","1,710","1,960","2,260","2,670","3,370"
818,Investigations,Histopathology,FLUID FOR CYTOLOGY(FLUID FOR MALIGNANT CELLS,"1,760","1,760","1,760","2,040","2,340","2,500","2,780"
819,Investigations,Histopathology,FNAC STAINED SLIDE FOR OPINION,"3,440","3,440","3,440","3,960","4,550","5,400","6,800"
820,Investigations,Histopathology,FNAC UNSTAINED SLIDE FOR OPINION,"3,440","3,440","3,440","3,960","4,550","5,400","6,800"
821,Investigations,Histopathology,PAP SMEAR /CERVICAL SMEAR,"1,710","1,710","1,710","1,960","2,260","2,670","3,370"
822,Investigations,Histopathology,SLIDE FOR OPINION(NON-GYNAEC),"3,440","3,440","3,440","3,960","4,550","5,400","6,800"
823,Investigations,Histopathology,SPUTUM FOR CYTOLOGY,"1,050","1,050","1,050","1,210","1,400","1,630","1,820"
824,Investigations,Histopathology,TZANCK SMEAR,"1,710","1,710","1,710","1,960","2,260","2,670","3,370"
825,Investigations,Histopathology,HISTOPATHOLOGY TEST [LARGE],"7,430","7,430","7,430","8,670","10,150","11,880","13,620"
826,Investigations,Histopathology,HISTOPATHOLOGY TEST [MEDIUM],"5,780","5,780","5,780","6,740","7,900","9,240","10,590"
827,Investigations,Histopathology,HISTOPATHOLOGY TEST [SMALL],"4,290","4,290","4,290","5,010","5,860","6,860","7,870"
828,Investigations,Histopathology,NEEDLE BIOPSY KIDNEY,"4,290","4,290","4,290","4,940","5,680","6,720","8,460"
829,Investigations,Histopathology,KIDNEY BIOPSY IF ONLY,"10,450","10,450","10,450","12,020","13,830","16,360","18,180"
830,Investigations,Histopathology,PAP SMEAR EXAMINATION (ONLY FOR FEMALE),"1,290","1,300","1,300","1,500","1,720","2,060","2,290"
831,Investigations,Histopathology,CYTOLOGY SYNOVIAL FLUID FOR CRYSTALS,"1,710","1,710","1,710","1,960","2,260","2,670","3,370"
832,Investigations,Histopathology,ERPR HER 2 NEU and KI-67,"17,490","17,490","17,490","20,110","23,120","27,320","30,360"
833,Investigations,Histopathology,HISTOPATHOLOGY TEST (EXTRA LARGE),"10,730","10,730","10,730","12,520","14,660","17,160","19,670"
834,Investigations,Histopathology,SLIDE AND BLOCK FOR OPINION,"5,780","5,780","5,780","6,740","7,900","9,240","10,590"
835,Investigations,Histopathology,CT/USG GUIDED FNAC(CYTOLOGY),"1,600","1,600","1,600","1,840","2,110","2,510","2,780"
836,Investigations,Histopathology,IMMUNOHISTOCHEMISTRY / PER SLIDE,"4,570","4,570","4,570","5,250","6,040","6,510","6,960"
837,Investigations,Histopathology,PAS [PERIODIC ACID SCHIFF] STAIN,"2,970","2,970","2,970","3,410","3,930","4,690","5,200"
838,Investigations,Histopathology,STAIN FOR PNEUMOCYSTIS JIROVECII,"1,710","1,710","1,710","1,960","2,260","2,670","3,370"
839,Investigations,Histopathology,WET MOUNT FOR HYDATID SCOLEX,"1,710","1,710","1,710","1,960","2,260","2,670","3,370"
840,Investigations,Histopathology,NRAS MUTATION ANALYSIS (EXONS 2 3 4),"21,890","21,890","21,890","25,180","28,960","34,330","43,220"
841,Investigations,Histopathology,HAEMOSIDERIN LADEN MACROPHGES,"1,710","1,710","1,710","1,960","2,260","2,670","3,370"
842,Investigations,Histopathology,BRAF MUTATION,"14,360","14,360","14,360","14,360","14,360","14,360","14,360"
843,Investigations,Histopathology,BODY FLUID FOR PH,990,990,990,"1,140","1,320","1,560","1,970"
844,Investigations,Histopathology,EXTENDED IHC PACKAGE (12 ANTIGEN),"30,170","30,170","30,170","34,710","39,910","47,290","59,520"
845,Investigations,Histopathology,PD - L1 (IHC),"13,370","13,370","13,370","15,370","17,670","20,940","26,360"
846,Investigations,Histopathology,HISTOPATHOLOGY EXAMINATION (RADICAL PROSTECTOMY),"8,550","8,560","8,560","9,850","11,330","13,420","16,900"
847,Investigations,Histopathology,ALK (D5F3),"18,810","18,810","18,810","21,630","24,870","29,480","37,100"
848,Investigations,Histopathology,SKIN BIOPSY - I.F.,"13,700","13,700","13,700","15,750","18,110","21,460","27,020"
849,Investigations,Histopathology,KIDNEY BIOPSY - I.F.,"11,990","11,990","11,990","13,780","15,850","18,790","23,650"
850,Investigations,Histopathology,CANASSIST BREAST,"133,350","133,350","133,350","153,360","176,360","209,040","263,110"
851,Investigations,Histopathology,PROSTATE NEEDLE BIOPSY (PACKAGE),"18,150","18,150","18,150","21,180","24,810","29,040","33,280"
852,Investigations,Histopathology,PROSTATE BIOPSY (TURP PACKAGE),"19,800","19,800","19,800","23,100","27,060","31,680","36,300"
853,Investigations,Histopathology,HISTOPATHOLOGY EXAMINATION (RADICAL PROSTATECTOMY PACKAGE),"25,580","25,580","25,580","29,840","34,960","40,920","46,890"
854,Investigations,Blood Bank - 2 Services,COLD AGGLUTININS,"1,380","1,380","1,380","1,580","1,830","2,090","2,320"
855,Investigations,Blood Bank - 2 Services,BLOOD GROUPING AND TYPING (ABO AND RH),"1,160","1,160","1,160","1,330","1,530","1,620","1,820"
856,Investigations,Blood Bank - 2 Services,DIRECT COOMBS TEST,"1,160","1,160","1,160","1,330","1,530","1,840","2,040"
857,Investigations,Blood Bank - 2 Services,RH AND KELL TYPING,"1,380","1,380","1,380","1,580","1,830","2,130","2,370"
858,Investigations,Blood Bank - 2 Services,INDIRECT COOMBS TEST,"1,100","1,100","1,100","1,270","1,450","1,740","1,950"
859,Investigations,Blood Bank - 2 Services,ANTIBODY SCREEN AND IDENTIFICATION,"2,560","2,560","2,560","2,950","3,390","4,000","4,460"
860,Investigations,Blood Bank - 2 Services,ANTIBODY SCREENING,"1,320","1,320","1,320","1,520","1,750","2,000","2,220"
861,Investigations,Blood Bank - 2 Services,ANTIBODY TITRE,"1,320","1,320","1,320","1,520","1,750","2,000","2,220"
862,Investigations,Blood Bank - 2 Services,EXTENDED COOMBS TEST,"2,010","2,010","2,010","2,320","2,670","3,170","3,510"
863,Investigations,Blood Bank - 2 Services,EXTENDED RED CELL ANTIGEN PHENOTYPE,"4,020","4,020","4,020","4,620","5,310","6,280","6,970"
864,Investigations,Blood Bank - 2 Services,HEPARIN INDUCED THROMBOCYTOPENIA (HIT SCREENING),"3,410","3,410","3,410","3,920","4,510","5,340","6,730"
